Datetime,PM_44,AOD_44,Temp_44,Humi_44,PM_39,AOD_39,Temp_39,Humi_39,PM_53,AOD_53,Temp_53,Humi_53
2013-05-21,7.958333333,0.105748984,80.875,30.458333,6.083333333,0.151930876,81.875,43.958333,15.66666667,0.244966394,82.125,30.458333
2013-05-22,7.083333333,0.084992273,81.666667,30.541667,6.25,0.191383099,82.25,44.541667,12.625,0.244966394,82.291667,30.541667
2013-05-23,5.583333333,0.092695216,77.625,31.208333,4.541666667,0.128893341,79.125,42.791667,12.33333333,0.244966394,79.25,31.208333
2013-05-24,5.541666667,0.116370464,71.791667,44.166667,4.583333333,0.191383099,72.541667,56.208333,12.08333333,0.244966394,74.041667,44.166667
2013-05-25,6.5,0.165339348,72.863636,47.5,4.666666667,0.191383099,74.458333,61.5,12.43478261,0.244966394,74.708333,47.5
2013-05-26,8,0.128171945,79.458333,34.375,5.818181818,0.16688487,79.875,49.541667,13.04166667,0.244966394,80.041667,34.375
2013-05-27,7.25,0.165274813,82.291667,29.625,4.608695652,0.521341006,82.791667,44.458333,13,0.316569904,83.208333,29.625
2013-05-28,8.916666667,0.241866148,83.666667,31.333333,7.208333333,0.315652875,84.833333,44.916667,16.375,0.270927885,85.625,31.333333
2013-05-29,10.29166667,0.285872322,83.708333,32.916667,7.25,0.363505576,85.5,44.208333,16.79166667,0.16598409,85.666667,32.916667
2013-05-30,9.041666667,0.153437281,79.041667,38.958333,10.83333333,0.191383099,81.75,50.25,16.875,0.244966394,80.583333,38.958333
2013-05-31,7.666666667,0.541557984,80.041667,36.125,7.666666667,0.47481495,82.583333,48.541667,15.20833333,0.329554155,81.333333,36.125
2013-06-01,3.80952381,0.146800949,84.291667,28.875,5.541666667,0.175652366,84.583333,43.791667,11.08333333,0.244966394,83.5,28.875
2013-06-02,5.416666667,0.153437281,85.041667,30.791667,5.75,0.191383099,86.125,47.291667,12.875,0.244966394,86.416667,30.791667
2013-06-03,7.791666667,0.141521259,84.583333,30.75,5.583333333,0.191383099,85.958333,44.25,13.66666667,0.244966394,86,30.75
2013-06-04,7.458333333,0.231043127,82.25,31.875,6.333333333,0.191383099,83.833333,44.833333,13.54166667,0.363414515,83.833333,31.875
2013-06-05,6.708333333,0.225560973,79.916667,36.666667,6.708333333,0.205591478,81.166667,47.75,13.58333333,0.244966394,82.083333,36.666667
2013-06-06,16.91666667,0.189203581,75.375,43.125,11.375,0.191383099,75.666667,54.458333,18.66666667,0.244966394,77.833333,43.125
2013-06-07,34.5,0.382074144,74.625,45.75,17.73913043,0.326743386,75.541667,61.25,33.70833333,0.296590415,76.125,45.75
2013-06-08,29.70833333,0.129948166,77.708333,37.625,18.45833333,0.200089782,77.625,50.125,38.08695652,0.249420978,77.833333,37.625
2013-06-09,6.083333333,0.153437281,74.666667,32.416667,6.578947368,0.191383099,76.416667,32.416667,13.45833333,0.244966394,75.458333,32.416667
2013-06-10,6.5,0.097748288,74.791667,35.958333,4.125,0.191383099,75.875,35.958333,12.29166667,0.244966394,75.5,35.958333
2013-06-11,8.5,0.153437281,77.083333,35.25,5.916666667,0.191383099,77.416667,35.25,15.79166667,0.244966394,78,35.25
2013-06-12,11.08333333,0.107160481,76.791667,39.875,9.166666667,0.073922165,77.375,39.875,16.91666667,0.244966394,77.875,39.875
2013-06-13,12.20833333,0.120707263,75.708333,41.333333,8.25,0.160140583,76.333333,41.333333,18.79166667,0.244966394,76.875,41.333333
2013-06-14,15.5,0.159459277,73.958333,42.791667,6.75,0.188879242,75.041667,42.791667,19.20833333,0.264393384,74.958333,42.791667
2013-06-15,9.166666667,0.153437281,70.291667,52.75,5.25,0.141036984,71.041667,52.75,13.875,0.244966394,71.625,52.75
2013-06-16,5,0.153437281,71.5,50.416667,3.083333333,0.198505571,72.291667,50.416667,10.375,0.244966394,72.291667,50.416667
2013-06-17,6.708333333,0.143244865,72.458333,47.833333,4.416666667,0.079720916,72.958333,47.833333,12.125,0.119219722,73.333333,47.833333
2013-06-18,12.95833333,0.164098318,73.833333,46.416667,10.58333333,0.214299854,74.375,46.416667,18.66666667,0.205591483,74.916667,46.416667
2013-06-19,8.708333333,0.114706716,75.791667,43.916667,5,0.136293488,76.291667,43.916667,13.91666667,0.244966394,76.791667,43.916667
2013-06-20,6.875,0.077929439,78.416667,36,7.291666667,0.191383099,78.958333,36,13.29166667,0.244966394,78.875,36
2013-06-21,6.708333333,0.089107073,79.791667,32.391304,7.565217391,0.191383099,80.666667,32.391304,13.73913043,0.244966394,80.652174,32.391304
2013-06-22,9.043478261,0.153437281,80.583333,31.083333,8.458333333,0.143519793,81.791667,31.083333,16.16666667,0.244966394,81.958333,31.083333
2013-06-23,5.318181818,0.153437281,80.583333,35.333333,4.208333333,0.191383099,81.958333,35.333333,13.16666667,0.244966394,81.875,35.333333
2013-06-24,2.791666667,0.153437281,83.75,39.75,3.304347826,0.082550867,83.083333,39.75,10.25,0.244966394,83.041667,39.75
2013-06-25,3.130434783,0.139927292,82.041667,32.416667,3.695652174,0.217625172,82.208333,32.416667,8.5,0.244966394,82.75,32.416667
2013-06-26,5.043478261,0.20973339,81.416667,39.958333,3.5,0.191383099,81.708333,39.958333,11.08333333,0.244966394,82.583333,39.958333
2013-06-27,13.58333333,0.230430668,85.875,44.166667,5.708333333,0.213263205,87.916667,44.166667,18.20833333,0.175777993,85.75,44.166667
2013-06-28,12.75,0.118423,83.833333,41.75,12.125,0.140482622,84.75,41.75,18.70833333,0.244966394,84.5,41.75
2013-06-29,5.666666667,0.090291373,80.166667,35.5,5.5,0.114403071,80.666667,35.5,15.58333333,0.083251641,80.708333,35.5
2013-06-30,4.75,0.098073788,76.625,39.5,5.083333333,0.191383099,76.791667,39.5,12.04166667,0.244966394,78.125,39.5
2013-07-01,6.375,0.153437281,74.625,41.166667,6.041666667,0.191383099,75.458333,41.166667,13.66666667,0.244966394,76,41.166667
2013-07-02,9.416666667,0.181927357,76.416667,39.375,5.625,0.191383099,78.458333,39.375,13.66666667,0.244966394,77.75,39.375
2013-07-03,2.095238095,0.153437281,76.708333,45.416667,2.458333333,0.082550869,76.916667,45.416667,8.541666667,0.244966394,77.375,45.416667
2013-07-04,3.19047619,0.153437281,75.458333,45,2.52173913,0.191383099,73.473684,45,10.45833333,0.244966394,76.791667,45
2013-07-05,6.833333333,0.133184911,78.458333,36.666667,4.333333333,0.147887458,78.916667,36.666667,12.20833333,0.136995601,79.666667,36.666667
2013-07-06,3.782608696,0.153437281,79.541667,37,4.333333333,0.191383099,79.5,37,11.5,0.244966394,80.541667,37
2013-07-07,5.708333333,0.153437281,79.083333,42.75,5.304347826,0.191383099,79,42.75,15.66666667,0.244966394,79.833333,42.75
2013-07-08,5.047619048,0.153437281,81.791667,39.916667,2.956521739,0.191383099,81.708333,39.916667,21.75,0.452080544,81.875,39.916667
2013-07-09,9.416666667,0.09969419,83.458333,35.875,3.739130435,0.180274555,84.916667,35.875,14.66666667,0.376067439,83.75,35.875
