Datetime,PM_30,AOD_30,Temp_30,Humi_30,PM_20,AOD_20,Temp_20,Humi_20,PM_27,AOD_27,Temp_27,Humi_27,PM_15,AOD_15,Temp_15,Humi_15
2013-04-26,2.833333333,0.095908304,66.25,55.666667,4.979166667,0.214448134,64,47.73913,3.208333333,0.075755279,63.541667,55.666667,2.777777778,0.186738097,61.166667,47.73913
2013-04-27,2.875,0.172160685,67,46.791667,5.976744186,0.214448134,65.695652,45.791667,2.375,0.076483035,64.5,46.791667,3.458333333,0.186738097,61.75,45.791667
2013-04-28,3.208333333,0.227581607,67.888889,46.708333,5.229166667,0.213724214,68.541667,46.458333,1.833333333,0.162795982,67.333333,46.708333,5.652173913,0.25402827,63.041667,46.458333
2013-04-29,4.25,0.296271492,73.333333,42.75,4.645833333,0.214448134,71.875,48.583333,2.666666667,0.162795982,70.458333,42.75,6.208333333,0.4079499,63.583333,48.583333
2013-04-30,5.5,0.109494891,77.041667,41.291667,5.4375,0.214448134,75.083333,50.041667,3.041666667,0.162795982,73.083333,41.291667,8.041666667,0.135448829,66.208333,50.041667
2013-05-01,2.333333333,0.208335426,69.875,68.666667,4.083333333,0.214448134,67.291667,56.5,2.875,0.353580461,65.166667,68.666667,8,0.186738097,60.875,56.5
2013-05-02,3.75,0.208335426,68.041667,82.75,5.574468085,0.214448134,65.458333,58.666667,1.333333333,0.162795982,62.541667,82.75,1.888888889,0.186738097,61.291667,58.666667
2013-05-03,9.541666667,0.631041453,74.583333,83.166667,12.14583333,0.423566388,71.5,59.318182,4.041666667,0.162795982,67.25,83.166667,2.454545455,0.186738097,66.041667,59.318182
2013-05-04,3.708333333,0.327903926,77,65.916667,5.791666667,0.214448134,74.625,61,2.041666667,0.162795982,72.916667,65.916667,1.9,0.41415897,71.708333,61
2013-05-05,3.541666667,0.072441067,81.25,53.958333,6.416666667,0.214448134,79.541667,57.833333,2.523809524,0.162795982,77.291667,53.958333,3.571428571,0.199456764,77.833333,57.833333
2013-05-06,6.043478261,0.077689201,87.333333,44.208333,6.208333333,0.214448134,86.458333,58.541667,4.416666667,0.092138669,83.583333,44.208333,5.15,0.097095845,81.625,58.541667
2013-05-07,8.375,0.081906175,89.583333,37.208333,6.166666667,0.125705607,88.875,56.458333,4.125,0.060859951,85.833333,37.208333,6.05,0.186738097,81.458333,56.458333
2013-05-08,8.75,0.294114713,88.916667,38.458333,6.645833333,0.214448134,87.5,58.041667,6,0.14461717,84.208333,38.458333,8.75,0.244124436,76.958333,58.041667
