Datetime,PM_15,AOD_15,Temp_15,Humi_15,PM_12,AOD_12,Temp_12,Humi_12,PM_20,AOD_20,Temp_20,Humi_20,PM_4,AOD_4,Temp_4,Humi_4
2013-04-26,2.777777778,0.186738097,61.166667,47.73913,2.75,0.13978831,58.208333,62,4.979166667,0.214448134,64,47.73913,3.047619048,0.119985762,58.125,62
2013-04-27,3.458333333,0.186738097,61.75,45.791667,3.217391304,0.190336837,58.125,49.75,5.976744186,0.214448134,65.695652,45.791667,3.565217391,0.062457757,57.875,49.75
2013-04-28,5.652173913,0.25402827,63.041667,46.458333,4.208333333,0.206876743,57.75,42.541667,5.229166667,0.213724214,68.541667,46.458333,3.166666667,0.059649316,56.958333,42.541667
2013-04-29,6.208333333,0.4079499,63.583333,48.583333,4.708333333,0.206876743,57.541667,40.25,4.645833333,0.214448134,71.875,48.583333,5,0.055532073,57.25,40.25
2013-04-30,8.041666667,0.135448829,66.208333,50.041667,6.5,0.140482626,58.75,37.625,5.4375,0.214448134,75.083333,50.041667,5.875,0.061860723,60.166667,37.625
2013-05-01,8,0.186738097,60.875,56.5,3.470588235,0.206876743,59.5,61,4.083333333,0.214448134,67.291667,56.5,2.818181818,0.16080606,60.666667,61
2013-05-02,1.888888889,0.186738097,61.291667,58.666667,1.647058824,0.206876743,60.125,76.541667,5.574468085,0.214448134,65.458333,58.666667,2.826086957,0.16080606,63.416667,76.541667
2013-05-03,2.454545455,0.186738097,66.041667,59.318182,2.608695652,0.206876743,64,70.833333,12.14583333,0.423566388,71.5,59.318182,4.380952381,0.291770287,67.541667,70.833333
2013-05-04,1.9,0.41415897,71.708333,61,1.421052632,0.206876743,66.458333,59.083333,5.791666667,0.214448134,74.625,61,2.434782609,0.075024416,70.583333,59.083333
2013-05-05,3.571428571,0.199456764,77.833333,57.833333,2.761904762,0.059243354,67.458333,45.333333,6.416666667,0.214448134,79.541667,57.833333,2.363636364,0.077448633,72.625,45.333333
2013-05-06,5.15,0.097095845,81.625,58.541667,4.625,0.065600504,65.041667,29.916667,6.208333333,0.214448134,86.458333,58.541667,5.458333333,0.160103186,76.166667,29.916667
2013-05-07,6.05,0.186738097,81.458333,56.458333,6.916666667,0.206876743,65.75,25.25,6.166666667,0.125705607,88.875,56.458333,4.416666667,0.036390319,77.583333,25.25
2013-05-08,8.75,0.244124436,76.958333,58.041667,8.375,0.300098605,62.5,31.375,6.645833333,0.214448134,87.5,58.041667,7.958333333,0.286934874,67.5,31.375
2013-05-09,7.041666667,0.401568028,74.125,58.291667,6.541666667,0.97075883,62.375,24.5625,7.354166667,0.521548003,86.583333,58.291667,6.375,0.829799596,65.416667,24.5625
2013-05-10,7.333333333,0.388003942,71.125,60.458333,5.318181818,0.440856734,61,41.708333,10.64583333,0.528820985,86.791667,60.458333,5.041666667,0.362867907,63.291667,41.708333
2013-05-11,7.217391304,0.295633167,71.958333,59,7.041666667,0.284165207,62.375,39.958333,12.47916667,0.443111538,83.708333,59,6.347826087,0.42407684,65.75,39.958333
2013-05-12,5.818181818,0.239418542,70.333333,59.333333,4,0.259101541,62.25,40.833333,12.35416667,0.311192961,89.75,59.333333,3.541666667,0.265231525,64.5,40.833333
2013-05-13,21.16666667,0.165855226,60.291667,52.416667,16.95833333,0.367683733,57.791667,55.833333,11.84444444,0.214448134,75.041667,52.416667,11.04166667,0.171483987,56.916667,55.833333
2013-05-14,8.333333333,0.186738097,59.208333,52.208333,7.375,0.249098147,57.291667,61.458333,15.31914894,0.214448134,72.291667,52.208333,8.208333333,0.169510586,57.458333,61.458333
2013-05-15,7.75,0.174519909,60.666667,52.782609,6.083333333,0.278179741,58.416667,53.125,12.16666667,0.214448134,73,52.782609,7.666666667,0.10369528,60.333333,53.125
2013-05-16,6.826086957,0.114403071,63.708333,54.166667,5.333333333,0.184148163,58.958333,42.666667,11.1875,0.134884431,74.625,54.166667,5.083333333,0.196477535,59.25,42.666667
2013-05-17,7.304347826,0.106847526,67.375,56.5,6.666666667,0.143977482,59.166667,30.416667,11.5106383,0.214448134,79.958333,56.5,3.583333333,0.191923777,62.375,30.416667
2013-05-18,6.166666667,0.350563454,62.208333,55.583333,2.428571429,0.373192146,57.458333,47.375,12.89130435,0.214448134,79.043478,55.583333,3.571428571,0.38700073,58.625,47.375
2013-05-19,6.125,0.202770285,58.416667,53.583333,2.954545455,0.206876743,56.25,58.583333,18.42105263,0.162749156,71.791667,53.583333,3.181818182,0.190882164,56.708333,58.583333
2013-05-20,9,0.221948776,60.875,52.208333,7.583333333,0.443111538,57.416667,46.208333,23.97674419,0.214448134,72.166667,52.208333,6.791666667,0.16318212,57.416667,46.208333
2013-05-21,7.583333333,0.186738097,62.791667,52,8,0.135589771,57.541667,37.666667,17.11904762,0.222175297,76.666667,52,6.458333333,0.115842237,58.875,37.666667
2013-05-22,9.833333333,0.096550651,61,54.5,8.375,0.155706387,56.791667,38.75,16.33333333,0.214448134,75.875,54.5,6.791666667,0.211553633,57.458333,38.75
2013-05-23,5.739130435,0.186738097,57.75,53.083333,5.416666667,0.435575539,56.416667,63.333333,12.05128205,0.068677939,70.625,53.083333,5.333333333,0.175191387,56.625,63.333333
2013-05-24,3.19047619,0.186738097,60.333333,52.416667,1.3,0.208162595,59.166667,62.166667,8.229166667,0.214448134,66.625,52.416667,2.8,0.066375756,59.541667,62.166667
2013-05-25,6.333333333,0.256583729,64.541667,54.166667,5.045454545,0.331263973,60.125,57,10.1875,0.158040108,70.75,54.166667,3.285714286,0.105748984,59.666667,57
2013-05-26,9.541666667,0.095126721,62.916667,54.083333,5.695652174,0.23248791,56.708333,45.291667,10.87234043,0.26060704,74.958333,54.083333,3.791666667,0.185785581,58.541667,45.291667
2013-05-27,8.291666667,0.163164809,60.166667,54.875,5.608695652,0.278743281,55.291667,45.125,8.404255319,0.214448134,77.708333,54.875,5.565217391,0.378779762,55.333333,45.125
2013-05-28,9.666666667,0.293634484,58.541667,54.791667,7.791666667,0.571944478,55.208333,58.291667,13.5,0.214448134,77.833333,54.791667,7.416666667,0.647133125,55.333333,58.291667
2013-05-29,7.916666667,0.231302742,61.25,53.833333,8.25,0.188392265,56.5,48.708333,13.64583333,0.230263515,76.583333,53.833333,7.125,0.289860543,58.791667,48.708333
2013-05-30,9.583333333,0.186738097,64.25,56.285714,5.5,0.206876743,59.625,50.583333,10.27083333,0.214448134,72.791667,56.285714,6.833333333,0.542092155,61.666667,50.583333
2013-05-31,5.80952381,0.428150798,67.5,57.3,4.869565217,0.56469712,61.458333,47.75,8.978723404,0.214448134,75.541667,57.3,4.318181818,0.16080606,62.5,47.75
2013-06-01,6.375,0.147616164,66.333333,54.772727,3.047619048,0.256541239,58.666667,45.791667,10.20833333,0.18741664,80.083333,54.772727,2.260869565,0.211183193,61.5,45.791667
2013-06-02,4.666666667,0.186255158,63.25,56.208333,1.1,0.312751948,57.5,50.75,7.217391304,0.182627787,81.083333,56.208333,1.0625,0.435365399,59.791667,50.75
2013-06-03,8.25,0.112726584,61.916667,56.541667,6.541666667,0.13068907,57.708333,55.666667,9.020833333,0.088427193,78.125,56.541667,4.238095238,0.153468245,60.291667,55.666667
2013-06-04,4.5,0.185948978,61.541667,55.666667,2.347826087,0.253280779,57.875,58.083333,8.208333333,0.214448134,75.5,55.666667,1.75,0.156324342,59.583333,58.083333
2013-06-05,5.583333333,0.36487034,58.625,53.916667,3.625,0.221608802,57.208333,64.375,8.520833333,0.382145402,72.541667,53.916667,3.19047619,0.249671955,59.083333,64.375
2013-06-06,11.04166667,0.340880488,59.6875,52.73913,9.416666667,0.443194962,59,64.916667,19.41666667,0.214448134,67.291667,52.73913,4.875,0.173257811,60.875,64.916667
2013-06-07,11.54545455,0.154733118,63.117647,53.333333,14.08695652,0.230213973,59.75,56.583333,23.3125,0.286800044,69.25,53.333333,14.20833333,0.294788741,60.791667,56.583333
2013-06-08,15.66666667,0.188270438,60.666667,52.125,16.45,0.211090538,57.333333,57.833333,21.97916667,0.182998126,71,52.125,15.29166667,0.299176116,58.416667,57.833333
2013-06-09,8.571428571,0.186738097,62.166667,51.333333,4.375,0.146256361,58.833333,53.458333,6.208333333,0.214448134,70.166667,51.333333,4.958333333,0.16080606,57.041667,53.458333
2013-06-10,8.083333333,0.220587492,59.75,52.458333,6.25,0.482714495,56,52.958333,6.833333333,0.256796184,72.458333,52.458333,4.739130435,0.145574356,55,52.958333
