Datetime,PM_17,AOD_17,Temp_17,Humi_17,PM_12,AOD_12,Temp_12,Humi_12,PM_15,AOD_15,Temp_15,Humi_15
2013-05-30,10.33333333,0.178534306,64.5,50.583333,5.5,0.206876743,59.625,50.583333,9.583333333,0.186738097,64.25,56.285714
2013-05-31,8.416666667,0.252104176,67.791667,47.75,4.869565217,0.56469712,61.458333,47.75,5.80952381,0.428150798,67.5,57.3
2013-06-01,5.086956522,0.178534306,66.333333,45.791667,3.047619048,0.256541239,58.666667,45.791667,6.375,0.147616164,66.333333,54.772727
2013-06-02,3.041666667,0.178534306,64.25,50.75,1.1,0.312751948,57.5,50.75,4.666666667,0.186255158,63.25,56.208333
2013-06-03,10.25,0.080787283,63.458333,55.666667,6.541666667,0.13068907,57.708333,55.666667,8.25,0.112726584,61.916667,56.541667
2013-06-04,5.666666667,0.178534306,63.208333,58.083333,2.347826087,0.253280779,57.875,58.083333,4.5,0.185948978,61.541667,55.666667
2013-06-05,6,0.178534306,61.916667,64.375,3.625,0.221608802,57.208333,64.375,5.583333333,0.36487034,58.625,53.916667
2013-06-06,9.166666667,0.142234803,63.708333,64.916667,9.416666667,0.443194962,59,64.916667,11.04166667,0.340880488,59.6875,52.73913
2013-06-07,15.34782609,0.125316789,62.956522,56.583333,14.08695652,0.230213973,59.75,56.583333,11.54545455,0.154733118,63.117647,53.333333
2013-06-08,21.26086957,0.098073788,62.333333,57.833333,16.45,0.211090538,57.333333,57.833333,15.66666667,0.188270438,60.666667,52.125
2013-06-09,7.666666667,0.178534306,61.875,53.458333,4.375,0.146256361,58.833333,53.458333,8.571428571,0.186738097,62.166667,51.333333
2013-06-10,7.125,0.178534306,59.916667,52.958333,6.25,0.482714495,56,52.958333,8.083333333,0.220587492,59.75,52.458333
2013-06-11,11.58333333,0.178534306,61,61.416667,7.208333333,0.062060015,56.708333,61.416667,8.458333333,0.21395455,58.333333,53.083333
2013-06-12,9.125,0.178534306,59.958333,64.041667,5.173913043,0.291602988,55.375,64.041667,6.333333333,0.140829211,57.875,53.291667
2013-06-13,5.416666667,0.178534306,61.083333,58.583333,3.391304348,0.198822857,56.708333,58.583333,6.733333333,0.10710835,59.458333,53.708333
2013-06-14,7.041666667,0.178534306,60.666667,66.208333,5.130434783,0.294874377,57.416667,66.208333,7.625,0.215276868,58.125,53.625
2013-06-15,2.913043478,0.178534306,62.25,65.375,1.3,0.397157067,59.958333,65.375,3.136363636,0.198029207,60.833333,53.916667
2013-06-16,2.533333333,0.178534306,61.916667,64.041667,1,0.154334184,59.083333,64.041667,1.631578947,0.230486377,59.916667,54.541667
2013-06-17,5.208333333,0.233818025,62.125,66,3.391304348,0.38955961,59.75,66,4.75,0.439601875,60.833333,53.875
2013-06-18,5.958333333,0.135505211,63.458333,63.375,2.916666667,0.225673443,59.625,63.375,6.363636364,0.126345993,62.75,55.541667
2013-06-19,2.826086957,0.092806348,62.916667,57.333333,4,0.218880624,57.791667,57.333333,6.043478261,0.188635822,62.583333,56.125
2013-06-20,6.5,0.178534306,63.583333,50.25,4.416666667,0.360769223,57.916667,50.25,6.958333333,0.232043778,62.958333,54.95
2013-06-21,9.583333333,0.178534306,66.208333,35.916667,6.409090909,0.206876743,58.875,35.916667,11.13636364,0.278487189,66.666667,53
2013-06-22,9.260869565,0.178534306,65.833333,38.125,7.208333333,0.083426424,61.041667,38.125,10.16666667,0.149510624,70,55.375
2013-06-23,5.086956522,0.178534306,69.583333,49.625,2.85,0.097095844,64.708333,49.625,3.608695652,0.186738097,72.416667,61.375
2013-06-24,1.363636364,0.178534306,69.708333,49.5,2.6,0.077839389,61.833333,49.5,3.411764706,0.068296636,73.125,59.666667
2013-06-25,4.956521739,0.178534306,65.708333,42.458333,4.043478261,0.206876743,60.5,42.458333,4.227272727,0.186738097,68.875,56.916667
2013-06-26,3.086956522,0.178534306,68.125,43.375,2.863636364,0.28865151,60.708333,43.375,4.80952381,0.186738097,68.958333,57.083333
2013-06-27,8.041666667,0.178534306,66.833333,42.708333,4.25,0.208570345,59.666667,42.708333,6.708333333,0.424331964,65.708333,57
2013-06-28,9.260869565,0.178534306,63.708333,58.875,3.391304348,0.236192829,58.583333,58.875,3.2,0.131189914,60.791667,56.458333
2013-06-29,7.541666667,0.08007707,64.458333,56.875,5.541666667,0.116641711,60.958333,56.875,4.875,0.097095843,62.041667,54.583333
2013-06-30,5.333333333,0.296869358,62.458333,62.208333,3.761904762,0.154334178,60.666667,62.208333,5.875,0.186738097,61,54.666667
2013-07-01,7.173913043,0.178534306,63.125,59.125,5.791666667,0.203830264,60.208333,59.125,8.208333333,0.184353188,63.666667,54.458333
2013-07-02,3.125,0.178534306,65.083333,53.291667,3.565217391,0.206876743,62.083333,53.291667,6,0.223983813,67.208333,55.708333
2013-07-03,2.857142857,0.178534306,67.166667,63.083333,3.739130435,0.091804024,64.25,63.083333,3,0.108252643,66.666667,59.416667
2013-07-04,1.588235294,0.178534306,66.416667,60.041667,2.842105263,0.055810691,62.708333,60.041667,3.136363636,0.186738097,67.583333,55.875
2013-07-05,4.818181818,0.11652119,66.25,47.625,4.916666667,0.142087624,61.75,47.625,5.130434783,0.04730497,68.416667,54.565217
2013-07-06,3.916666667,0.178534306,66.5,49.541667,2.909090909,0.074290384,61.583333,49.541667,3.238095238,0.118023747,67.958333,59.416667
2013-07-07,1.416666667,0.178534306,68.333333,55.083333,2.647058824,0.223983813,64.083333,55.083333,3.416666667,0.165855226,70.291667,60.583333
2013-07-08,2.157894737,0.178534306,72.625,45.083333,2.476190476,0.098831439,65.916667,45.083333,3.1,0.135730645,74.869565,59.041667
2013-07-09,4.541666667,0.28925631,71.083333,42.375,2.347826087,0.12708647,62.458333,42.375,3.619047619,0.092889661,73.083333,56.958333
