Datetime,PM_43,AOD_43,Temp_43,Humi_43,PM_39,AOD_39,Temp_39,Humi_39,PM_53,AOD_53,Temp_53,Humi_53,PM_58,AOD_58,Temp_58,Humi_58,PM_26,AOD_26,Temp_26,Humi_26,PM_61,AOD_61,Temp_61,Humi_61
2013-04-26,8.291666667,0.189205967,71.086957,52.333333,2.65,0.094466339,68.75,52.333333,9.458333333,0.244966394,68.333333,45,7.25,0.160693199,58.416667,79.541667,5.227272727,0.175184346,63.708333,62,4.571428571,0.090796827,58.416667,79.541667
2013-04-27,8.217391304,0.189205967,67.541667,49.708333,3.666666667,0.191383099,67.166667,49.708333,9.666666667,0.244966394,66.791667,41.25,7.727272727,0.160693199,57.958333,81.55,4.086956522,0.175184346,65.125,49.75,4.208333333,0.268920634,57.958333,81.55
2013-04-28,7.25,0.07611954,72.375,46.875,3.166666667,0.191383099,71.75,46.875,9.583333333,0.244966394,71.083333,37.666667,10.04166667,0.160693199,57.375,76.283333,4.652173913,0.175184346,67.125,42.541667,3.181818182,0.207812825,57.375,76.283333
2013-04-29,6.083333333,0.189205967,74.833333,44.416667,4.090909091,0.191383099,74.541667,44.416667,10.04166667,0.244966394,73.5,34.166667,7.041666667,0.160693199,58.625,76.0625,4.909090909,0.175184346,67.916667,40.25,4.909090909,0.275405863,58.625,76.0625
2013-04-30,9.291666667,0.189205967,78.25,42.791667,4.916666667,0.191383099,78.083333,42.791667,10.95833333,0.244966394,77.291667,30.125,8.666666667,0.160693199,59.75,76.308333,5.909090909,0.175184346,71.791667,37.625,8.636363636,0.207229287,59.75,76.308333
2013-05-01,6.041666667,0.189205967,73.916667,55.833333,3.083333333,0.191383099,73.041667,55.833333,8.416666667,0.244966394,71.833333,46.291667,5.833333333,0.160693199,59.458333,87.666667,5.458333333,0.175184346,63.291667,61,4.208333333,0.268920634,59.458333,87.666667
2013-05-02,7.041666667,0.327077422,73.791667,71.333333,4.6,0.191383099,71.291667,71.333333,9.083333333,0.244966394,71.208333,62.166667,4.086956522,0.160693199,57.708333,91.520833,2.75,0.175184346,63.666667,76.541667,4,0.268920634,57.708333,91.520833
2013-05-03,8.625,0.189205967,78.791667,61.875,6.4,0.272102192,76.833333,61.875,13.33333333,0.244966394,77.041667,53.333333,10.83333333,0.110730931,61.291667,88.791667,2.105263158,0.175184346,67.666667,70.833333,8.291666667,0.263659038,61.291667,88.791667
2013-05-04,11.58333333,0.189205967,81,63.541667,4.684210526,0.182009819,79.541667,63.541667,10.25,0.244966394,79.583333,53.125,6.958333333,0.160693199,64.958333,85.729167,3.588235294,0.175184346,75.25,59.083333,6.304347826,0.22533597,64.958333,85.729167
2013-05-05,11.95833333,0.189205967,84.291667,56.916667,4.291666667,0.151126038,83.041667,56.916667,10.95833333,0.244966394,82.958333,43.375,8.375,0.160693199,66.166667,80.454167,2.4,0.175184346,80.333333,45.333333,6.458333333,0.30793392,66.166667,80.454167
2013-05-06,12.83333333,0.189205967,88.083333,54.5,7.791666667,0.131475735,88.25,54.5,14.70833333,0.244966394,87.458333,35.958333,10.375,0.106063367,66.666667,76.225,5.090909091,0.175184346,83.833333,29.916667,10.83333333,0.440438631,66.666667,76.225
2013-05-07,9.916666667,0.099209297,90.541667,48.333333,4.086956522,0.191383099,91.416667,48.333333,13.875,0.244966394,90.083333,32.625,9.25,0.106141895,67,75.033333,2.5,0.175184346,86.375,25.25,10.91666667,0.132805936,67,75.033333
2013-05-08,10.79166667,0.253280784,89.5,45.791667,4.25,0.368770224,90.958333,45.791667,15.125,0.244966394,90.791667,30.5,8.416666667,0.35006978,64.333333,81.475,2.708333333,0.25459713,86,31.375,11.5,0.552046388,64.333333,81.475
2013-05-09,10.41666667,0.189205967,88.75,47.458333,5.608695652,0.967415885,90.125,47.458333,15.75,0.579669991,90,31.125,10.20833333,0.902561337,64.875,80.729167,3.652173913,0.516687292,77.166667,24.5625,11.95833333,1.071039529,64.875,80.729167
2013-05-10,12.95652174,0.442151784,91.5,42.583333,9.666666667,0.26627757,91.666667,42.583333,19,0.244966394,90.25,32.166667,13.04166667,0.160693199,64.875,80.204167,7.791666667,0.313205997,76.541667,41.708333,15.26086957,0.584475327,64.875,80.204167
2013-05-11,12.125,0.189205967,87.791667,50,8.782608696,0.191383099,88.608696,50,18.08695652,0.414030031,88.5,36.291667,11.75,0.628542673,65,78.854167,5.608695652,0.272143593,77.375,39.958333,13.875,0.402627524,65,78.854167
2013-05-12,15.8125,0.360625633,91.208333,49.541667,9.333333333,0.44660896,92.458333,49.541667,21.83333333,0.339567746,90.458333,36.791667,20.33333333,0.373732002,63.541667,76.2875,3.333333333,0.236908713,74.916667,40.833333,20.75,0.249528558,63.541667,76.2875
2013-05-13,16.5,0.189205967,88.083333,37.166667,8.541666667,0.205591478,84.333333,37.166667,21.91304348,0.244966394,83.75,27.833333,20.125,0.190053804,64.458333,70.520833,7.916666667,0.175184346,67.666667,55.833333,15.875,0.232154849,64.458333,70.520833
2013-05-14,12.75,0.189205967,81.75,51,9.208333333,0.196836096,77.333333,51,17.16666667,0.244966394,78.875,40.125,10.20833333,0.128220095,61.625,75.5375,8.791666667,0.175184346,63.291667,61.458333,13.125,0.268920634,61.625,75.5375
2013-05-15,14.5,0.211877534,83.75,51.291667,8.291666667,0.285010872,80.458333,51.291667,16.08333333,0.244966394,81.125,37.708333,11.25,0.10258196,60.875,77.516667,5.454545455,0.175184346,64.625,53.125,13.16666667,0.353242383,60.875,77.516667
2013-05-16,10.70833333,0.189205967,85.041667,48.25,7.375,0.186438766,81.708333,48.25,15.91666667,0.244966394,82.958333,31.666667,13.5,0.102103186,80.571429,47.3,4.5,0.175184346,70.333333,42.666667,11.875,0.219222469,80.571429,47.3
2013-05-17,13.375,0.189205967,85.5,48.041667,6.791666667,0.141313802,84.916667,48.041667,14.625,0.108874548,86,28.375,12.16666667,0.087598502,74.125,52.491667,4.80952381,0.175184346,74.625,30.416667,11.73913043,0.150588423,74.125,52.491667
2013-05-18,16.75,0.189205967,86.416667,43.541667,8.5,0.191383099,84.916667,43.541667,17.04166667,0.244966394,84.958333,31.875,15.86956522,0.160693199,73.791667,49.4625,4.304347826,0.175184346,71.25,47.375,17.04347826,0.268920634,73.791667,49.4625
2013-05-19,11.79166667,0.189205967,83.375,37.583333,4.956521739,0.147072914,80.125,37.583333,11.75,0.244966394,81.583333,26.458333,9.208333333,0.18233952,69.458333,61.304167,4.952380952,0.175184346,69.708333,58.583333,8.782608696,0.268920634,69.458333,61.304167
2013-05-20,13.375,0.189205967,80.958333,47.583333,6.291666667,0.23137689,78.458333,47.583333,13.625,0.244966394,79.708333,34.541667,9.666666667,0.100016864,65.956522,62.082609,8.217391304,0.175184346,66.75,46.208333,12.08333333,0.202770285,65.956522,62.082609
2013-05-21,12.66666667,0.142969707,83.583333,43.958333,6.083333333,0.151930876,81.875,43.958333,15.66666667,0.244966394,82.125,30.458333,13.41666667,0.122407967,67,54.891667,4.833333333,0.175184346,68.75,37.666667,14.33333333,0.27879449,67,54.891667
2013-05-22,12.91666667,0.189205967,84.708333,44.541667,6.25,0.191383099,82.25,44.541667,12.625,0.244966394,82.291667,30.541667,9.416666667,0.079720916,72.75,53.558333,4.260869565,0.175184346,69.166667,38.75,9.875,0.151796867,72.75,53.558333
2013-05-23,9.291666667,0.189205967,81.583333,42.791667,4.541666667,0.128893341,79.125,42.791667,12.33333333,0.244966394,79.25,31.208333,9.041666667,0.075512005,73.583333,53.7375,6.652173913,0.175184346,61.25,63.333333,8.625,0.112267447,73.583333,53.7375
2013-05-24,13.70833333,0.189205967,76.916667,56.208333,4.583333333,0.191383099,72.541667,56.208333,12.08333333,0.244966394,74.041667,44.166667,9.791666667,0.079006484,66,66.483333,4.85,0.175184346,60.625,62.166667,16.5,0.268920634,66,66.483333
2013-05-25,12.79166667,0.189205967,76.25,61.5,4.666666667,0.191383099,74.458333,61.5,12.43478261,0.244966394,74.708333,47.5,10.66666667,0.119070517,66.125,64.425,5.666666667,0.175184346,64.916667,57,8.434782609,0.193598541,66.125,64.425
2013-05-26,13.70833333,0.189205967,80.875,49.541667,5.818181818,0.16688487,79.875,49.541667,13.04166667,0.244966394,80.041667,34.375,11.25,0.136574523,69.5,62.841667,7.227272727,0.175184346,72.375,45.291667,9.25,0.382412563,69.5,62.841667
2013-05-27,13,0.433657271,82.416667,44.458333,4.608695652,0.521341006,82.791667,44.458333,13,0.316569904,83.208333,29.625,11.95833333,0.148361691,71.583333,60.970833,7.227272727,0.179963901,69.75,45.125,8.833333333,0.55355911,71.583333,60.970833
2013-05-28,16.08333333,0.41793317,85.916667,44.916667,7.208333333,0.315652875,84.833333,44.916667,16.375,0.270927885,85.625,31.333333,12.875,0.352939315,72.041667,62.154167,8.625,0.222062052,68.041667,58.291667,14.54166667,0.392709655,72.041667,62.154167
2013-05-29,17.58333333,0.308560844,89.208333,44.208333,7.25,0.363505576,85.5,44.208333,16.79166667,0.16598409,85.666667,32.916667,13.125,0.385079608,75.958333,59.579167,10,0.183614613,69.083333,48.708333,11.91666667,0.259022204,75.958333,59.579167
2013-05-30,15.79166667,0.350563454,83.375,50.25,10.83333333,0.191383099,81.75,50.25,16.875,0.244966394,80.583333,38.958333,11.91666667,0.664603945,74.625,60.929167,6.5,0.175184346,70.791667,50.583333,12.52173913,0.604179698,74.625,60.929167
2013-05-31,18.875,0.23048638,83.375,48.541667,7.666666667,0.47481495,82.583333,48.541667,15.20833333,0.329554155,81.333333,36.125,16.39130435,0.262766109,68.608696,68.473913,5.041666667,0.175184346,72.041667,47.75,18.08333333,0.743577968,68.608696,68.473913
2013-06-01,16.58333333,0.140482626,84.625,43.791667,5.541666667,0.175652366,84.583333,43.791667,11.08333333,0.244966394,83.5,28.875,8.916666667,0.171102822,71.541667,69.029167,5.086956522,0.175184346,71.333333,45.791667,7.208333333,0.507808045,71.541667,69.029167
2013-06-02,14.70833333,0.189205967,87.708333,47.291667,5.75,0.191383099,86.125,47.291667,12.875,0.244966394,86.416667,30.791667,8.75,0.358878813,77.833333,60.508333,1.952380952,0.175184346,71.291667,50.75,9.5,0.268920634,77.833333,60.508333
