Datetime,PM_96,AOD_96,Temp_96,Humi_96
2013-04-26,22.39166667,0.245166103,70.145833,58.541667
2013-04-27,18.45454545,0.255945928,68.329167,58.583333
2013-04-28,17.5875,0.415919297,70.55,50.875
2013-04-29,16.89583333,0.493623153,70.595833,49.458333
2013-04-30,22.41666667,0.468973927,69.620833,59.625
2013-05-01,22.66666667,0.5187507,65.041667,69.375
2013-05-02,18.75,0.40778415,63.725,71.041667
2013-05-03,17.9625,0.530917242,68.770833,66.625
2013-05-04,22.825,0.32253106,78.218182,54.590909
2013-05-05,20.45833333,0.399037638,82.2125,48.666667
2013-05-06,17.27727273,0.343686029,83.720833,45.708333
2013-05-07,20.79166667,0.75481711,86.279167,42.416667
2013-05-08,26.95833333,0.40778415,85.4625,44.875
2013-05-09,22.86956522,0.806623356,82.270833,49.583333
2013-05-10,21.54166667,0.716290859,78.0125,57.541667
2013-05-11,20.79166667,0.59659586,78.025,55.958333
2013-05-12,20.45833333,0.411275192,77.0625,57.333333
2013-05-13,88.375,0.40778415,72.354167,65.5
2013-05-14,17.54166667,0.40778415,72.945833,67.041667
2013-05-15,22.08333333,0.609622758,75.625,60.791667
2013-05-16,23.125,0.386498688,80.008333,51.5
2013-05-17,23.53333333,0.48078525,82.245833,43.916667
2013-05-18,21.16666667,0.40778415,76.3,52.75
2013-05-19,19.45833333,0.40778415,73.220833,65.125
2013-05-20,20.58333333,0.445069933,76.0625,61.666667
2013-05-21,23.58333333,0.434061435,75.95,54.541667
2013-05-22,23.83333333,0.65233047,77.454167,53.416667
2013-05-23,22.58333333,0.331833054,76.920833,49.25
2013-05-24,17.66666667,0.301979356,75,40.291667
2013-05-25,11.86363636,0.223456999,76.033333,31.916667
2013-05-26,13.54166667,0.719154514,76.320833,40.291667
2013-05-27,25.54166667,0.566307025,75.491667,54.458333
2013-05-28,28.70833333,0.40778415,70.104167,72.583333
2013-05-29,28.83333333,0.40778415,69.345833,74.25
2013-05-30,26.15,0.650947422,74.904167,63.708333
2013-05-31,20.80416667,0.71241963,74.491667,58.083333
2013-06-01,15.58333333,0.502139617,75.1125,53.25
2013-06-02,19.45833333,0.441483586,75.854167,55.416667
2013-06-03,23.20833333,0.40778415,73.104167,62.958333
2013-06-04,25.25,0.572316945,74.379167,61
2013-06-05,24.33333333,0.340927336,69.9,66.375
2013-06-06,22.29166667,0.365778938,69.4375,63.625
2013-06-07,18.36666667,0.247373185,69.741667,60.208333
2013-06-08,24.79166667,0.255697703,66.645833,67.5
2013-06-09,27.875,0.385523315,66.55,66.625
2013-06-10,24.45833333,0.686612595,69.054167,62.625
2013-06-11,25.95833333,0.594327029,69.004167,66.375
2013-06-12,26.34583333,0.506341141,70.591667,61.541667
2013-06-13,23.06666667,0.156229827,72.179167,53.041667
2013-06-14,21.125,0.271480777,69.716667,58.958333
2013-06-15,17.15833333,0.305676261,68.8375,59.291667
2013-06-16,17.35833333,0.472263433,70.4375,56.5
2013-06-17,17.3,0.315051649,67.6125,60.416667
2013-06-18,21.075,0.207462787,66.9,64.666667
2013-06-19,22.41666667,0.275323479,70.1375,58.958333
2013-06-20,21.58333333,0.204887796,71.245833,59.375
2013-06-21,26.37083333,0.371074332,73.320833,60.041667
2013-06-22,28.77083333,0.41591929,75.441667,59.583333
2013-06-23,26.04166667,0.200998191,78.604167,53.875
2013-06-24,27.08333333,0.248451907,79.533333,46.416667
2013-06-25,16.875,0.303263207,80.016667,38.75
2013-06-26,18.325,0.446525835,78.075,47.458333
2013-06-27,23.74166667,0.67363965,74.929167,59.791667
2013-06-28,23.7875,0.332401702,76.7625,54.833333
2013-06-29,19.94166667,0.278008863,79.1875,45.208333
2013-06-30,12.40833333,0.334341329,80.754167,34.208333
2013-07-01,12.41666667,0.230597776,79.866667,34.583333
2013-07-02,17.325,0.511258315,78.070833,41.541667
2013-07-03,22.91666667,0.354532446,80.883333,42.833333
2013-07-04,17.45833333,0.40778415,79.854167,55.458333
2013-07-05,17.825,0.372231527,82.278261,47.695652
2013-07-06,17.14090909,0.311453039,83.604167,41.041667
2013-07-07,14.70833333,0.842572958,87.2,36.333333
2013-07-08,14.89583333,1.030513683,86.208333,50
2013-07-09,12.53333333,0.609091479,83.241667,57.875
