Datetime,PM_61,AOD_61,Temp_61,Humi_61
2013-04-26,4.571428571,0.090796827,58.416667,79.541667
2013-04-27,4.208333333,0.268920634,57.958333,81.55
2013-04-28,3.181818182,0.207812825,57.375,76.283333
2013-04-29,4.909090909,0.275405863,58.625,76.0625
2013-04-30,8.636363636,0.207229287,59.75,76.308333
2013-05-01,4.208333333,0.268920634,59.458333,87.666667
2013-05-02,4,0.268920634,57.708333,91.520833
2013-05-03,8.291666667,0.263659038,61.291667,88.791667
2013-05-04,6.304347826,0.22533597,64.958333,85.729167
2013-05-05,6.458333333,0.30793392,66.166667,80.454167
2013-05-06,10.83333333,0.440438631,66.666667,76.225
2013-05-07,10.91666667,0.132805936,67,75.033333
2013-05-08,11.5,0.552046388,64.333333,81.475
2013-05-09,11.95833333,1.071039529,64.875,80.729167
2013-05-10,15.26086957,0.584475327,64.875,80.204167
2013-05-11,13.875,0.402627524,65,78.854167
2013-05-12,20.75,0.249528558,63.541667,76.2875
2013-05-13,15.875,0.232154849,64.458333,70.520833
2013-05-14,13.125,0.268920634,61.625,75.5375
2013-05-15,13.16666667,0.353242383,60.875,77.516667
2013-05-16,11.875,0.219222469,80.571429,47.3
2013-05-17,11.73913043,0.150588423,74.125,52.491667
2013-05-18,17.04347826,0.268920634,73.791667,49.4625
2013-05-19,8.782608696,0.268920634,69.458333,61.304167
2013-05-20,12.08333333,0.202770285,65.956522,62.082609
2013-05-21,14.33333333,0.27879449,67,54.891667
2013-05-22,9.875,0.151796867,72.75,53.558333
2013-05-23,8.625,0.112267447,73.583333,53.7375
2013-05-24,16.5,0.268920634,66,66.483333
2013-05-25,8.434782609,0.193598541,66.125,64.425
2013-05-26,9.25,0.382412563,69.5,62.841667
2013-05-27,8.833333333,0.55355911,71.583333,60.970833
2013-05-28,14.54166667,0.392709655,72.041667,62.154167
2013-05-29,11.91666667,0.259022204,75.958333,59.579167
2013-05-30,12.52173913,0.604179698,74.625,60.929167
2013-05-31,18.08333333,0.743577968,68.608696,68.473913
2013-06-01,7.208333333,0.507808045,71.541667,69.029167
2013-06-02,9.5,0.268920634,77.833333,60.508333
2013-06-03,12.20833333,0.196836096,78.083333,58.641667
2013-06-04,9.666666667,0.537352718,76.041667,57.0875
2013-06-05,8.958333333,0.550910632,75.8125,49.5125
2013-06-06,12.54166667,0.463754746,68.25,63.0625
2013-06-07,28.79166667,0.497156408,64.25,66.625
2013-06-08,35.04166667,0.330314559,63.125,68.8
2013-06-09,8.125,0.138953108,62.166667,66.975
2013-06-10,5.916666667,0.179777401,65.208333,65.129167
2013-06-11,9.625,0.231154405,68.208333,65.175
2013-06-12,11.79166667,0.179653017,71.708333,60.770833
2013-06-13,15.20833333,0.201589659,71.291667,61.204167
2013-06-14,13.08333333,0.270028351,68.958333,63.104167
2013-06-15,12.17391304,0.192755263,63.541667,67.8375
2013-06-16,8.166666667,0.334483065,62.666667,71.904167
2013-06-17,7.708333333,0.24974364,63.631579,76.526316
2013-06-18,15,0.326122633,68.333333,67.385714
2013-06-19,9,0.174456905,67.083333,66.970833
2013-06-20,10.20833333,0.159616616,66.25,67.058333
2013-06-21,11.08333333,0.257433064,66.541667,65.420833
2013-06-22,11.125,0.267947453,67.75,61.858333
2013-06-23,9.916666667,0.140066215,70.916667,67.029167
2013-06-24,6.958333333,0.268920634,71.916667,69.4875
2013-06-25,6.416666667,0.23381803,68.375,69.325
2013-06-26,9.375,0.268920634,71.583333,68.079167
2013-06-27,12.91666667,0.374001813,77.583333,59.158333
2013-06-28,9.083333333,0.25402827,72.416667,63.958333
2013-06-29,11.91666667,0.118771855,68.833333,70.55
2013-06-30,9.217391304,0.131189919,65.25,74.225
2013-07-01,10.375,0.221835477,65.708333,70.504167
2013-07-02,9.416666667,0.290162455,65.25,67.05
2013-07-03,6.47826087,0.239543722,65.666667,71.725
2013-07-04,6.625,0.127931083,66.333333,60.845833
2013-07-05,6.652173913,0.290128912,65.833333,63.4125
2013-07-06,7.238095238,0.268920634,67.833333,68.854167
2013-07-07,8.75,0.277872128,70,71.029167
2013-07-08,11.43478261,0.280430907,71,67.95
2013-07-09,13.125,0.577639045,68.208333,66.983333
