Datetime,PM_97,AOD_97,Temp_97,Humi_97
2013-04-26,1.85,0.207623901,54.291667,71.166667
2013-04-27,1.0375,0.450342781,52,60.291667
2013-04-28,0.8125,0.419643737,53.416667,49.75
2013-04-29,1.108333333,0.916818527,52.75,60.75
2013-04-30,1.617391304,0.207623901,60.416667,49.75
2013-05-01,2.120833333,0.207623901,59.041667,74.375
2013-05-02,2.420833333,0.207623901,55.708333,77.041667
2013-05-03,1.25,0.207623901,58.958333,67.041667
2013-05-04,2.983333333,0.207623901,59.875,76.041667
2013-05-05,2.395833333,0.353334603,67.5,62.291667
2013-05-06,4.108333333,0.090347598,73.916667,54.041667
2013-05-07,4.229166667,0.284579726,76.083333,51.583333
2013-05-08,3.8125,0.121595901,78.125,47.708333
2013-05-09,8.483333333,0.421095287,80.958333,46.5
2013-05-10,10.975,0.453030931,81.291667,46
2013-05-11,9.283333333,0.120212321,76.583333,41.791667
2013-05-12,6.683333333,0.113946933,66.916667,35.208333
2013-05-13,7.370833333,0.06136124,61.833333,41.083333
2013-05-14,7.1125,0.150498737,64.791667,37.833333
2013-05-15,7.6125,0.160663793,68.875,39
2013-05-16,7.841666667,0.092472775,68.541667,35.083333
2013-05-17,7.6875,0.069891866,74.125,34.791667
2013-05-18,8.970833333,0.174368676,73.833333,37.625
2013-05-19,7.516666667,0.088540668,67.458333,34.583333
2013-05-20,6.75,0.213032533,62.208333,32.375
2013-05-21,6.891666667,0.123805041,63.25,35.583333
2013-05-22,7.6625,0.08255087,69.291667,33.208333
2013-05-23,8.5,0.076684643,71.625,31.875
2013-05-24,9.341666667,0.379612199,69.708333,35.333333
2013-05-25,7.875,0.160663793,72.166667,34.041667
2013-05-26,7.758333333,0.081494744,73.625,31.541667
2013-05-27,7.166666667,0.102581962,74.291667,25.458333
2013-05-28,7.4,0.06521135,73.458333,23.291667
2013-05-29,12.77083333,0.207623901,71.666667,24.125
2013-05-30,15.09583333,0.031175454,72.541667,28.458333
2013-05-31,27.32173913,0.240473887,75.291667,27.541667
2013-06-01,12.82916667,0.594766473,75.583333,25
2013-06-02,9.783333333,0.091217091,75.833333,29.916667
2013-06-03,10.06666667,0.354587691,76.458333,22.916667
2013-06-04,6.920833333,0.137135828,69.375,27.375
2013-06-05,6.404166667,0.21071974,64.958333,31.208333
2013-06-06,6.770833333,0.157249246,66.791667,35.541667
2013-06-07,7.895833333,0.140205084,69.125,34.375
2013-06-08,8.733333333,0.207623901,66.5,46.208333
2013-06-09,12.30416667,0.449182625,61.125,59.083333
2013-06-10,10.55217391,0.178282282,60.541667,56
2013-06-11,10.95833333,0.189244112,65.458333,43.916667
2013-06-12,10.84166667,0.194646069,70.041667,41.208333
2013-06-13,14.09583333,0.442360512,71.875,42.75
2013-06-14,13.5625,0.483784851,73.083333,39.5
2013-06-15,13.22916667,0.555120351,70.708333,36.375
2013-06-16,10.34583333,0.207623901,71.416667,43.208333
2013-06-17,9.170833333,0.19563977,68.869565,49.347826
2013-06-18,12.0625,0.420099364,60.25,68.291667
2013-06-19,9.108333333,0.369222522,64.458333,53.708333
2013-06-20,10.3125,0.448436111,67.416667,49.458333
2013-06-21,13.00416667,0.347225203,70,45.041667
2013-06-22,15.57083333,0.7594892,71.166667,40.625
2013-06-23,15.49583333,0.426596808,70.666667,47.541667
2013-06-24,13.93333333,0.518543227,67.333333,65.958333
2013-06-25,17.75833333,0.415567493,69.041667,61.208333
2013-06-26,7.666666667,0.207623901,68.916667,51
2013-06-27,8.208333333,0.122776299,69.833333,46.625
2013-06-28,9.545833333,0.1537127,67.75,38.583333
2013-06-29,13.54347826,0.348153918,67.083333,33.583333
2013-06-30,10.89583333,0.207623901,64.958333,51.916667
2013-07-01,15.22083333,0.251032418,66.875,52.791667
2013-07-02,12.57083333,0.289709537,63.458333,62.791667
2013-07-03,9.4,0.602214884,59.458333,77.25
2013-07-04,7.35,0.275199893,62.166667,64.708333
2013-07-05,8.1625,0.066453063,65.125,56.25
2013-07-06,7.8875,0.155595923,69.458333,49.75
2013-07-07,7.97826087,0.537352704,67.5,54.5
2013-07-08,7.120833333,0.109494888,66.666667,55.541667
2013-07-09,7.279166667,0.096113516,68.666667,51.833333
