Datetime,PM_64,AOD_64,Temp_64,Humi_64
2013-04-26,6.375,0.070193887,63.5,65.25
2013-04-27,6.458333333,0.087744995,56.75,51.125
2013-04-28,4.458333333,0.175906588,61.916667,52.875
2013-04-29,6.875,0.175906588,65.041667,55
2013-04-30,7.291666667,0.175906588,68.333333,62.75
2013-05-01,7.708333333,0.175906588,67.125,75.958333
2013-05-02,9.608695652,0.608028355,62.291667,76.083333
2013-05-03,5.75,0.175906588,67.916667,70.166667
2013-05-04,9.75,0.175906588,71.083333,60.875
2013-05-05,14.41666667,0.076845763,74.25,56.625
2013-05-06,13.20833333,0.192755263,77.458333,56.208333
2013-05-07,10.41666667,0.313289362,79.625,48.25
2013-05-08,7.75,0.514425051,80,48.166667
2013-05-09,10.83333333,0.548408329,79.708333,58.125
2013-05-10,11.16666667,0.261134364,82.291667,63.5
2013-05-11,9.916666667,0.362366545,81.791667,70.375
2013-05-12,13.19047619,0.239470706,81.875,72.166667
2013-05-13,11.83333333,0.750000043,77.958333,75.125
2013-05-14,10.45833333,0.175906588,75.625,76.041667
2013-05-15,5.958333333,0.175906588,75.666667,73.458333
2013-05-16,11.375,0.175906588,76.416667,59.333333
2013-05-17,5.666666667,0.130426382,76.375,46.5
2013-05-18,8.125,0.531338111,78,66.583333
2013-05-19,10.08333333,0.175906588,72.583333,72
2013-05-20,8.875,0.188635826,70.375,70.791667
2013-05-21,6.583333333,0.296271483,74.666667,70.958333
2013-05-22,7.416666667,0.135636733,75.833333,63.125
2013-05-23,5.347826087,0.175906588,74.043478,62.75
2013-05-24,5.916666667,0.175906588,68.583333,52.708333
2013-05-25,8.208333333,0.175906588,69.25,46.625
2013-05-26,10.625,0.194440197,71.291667,56.041667
2013-05-27,39.5,0.643611924,74.416667,63.666667
2013-05-28,15.83333333,0.482018222,79.25,69.875
2013-05-29,12.45833333,0.175906588,76.25,77.291667
2013-05-30,11.79166667,0.175906588,74.833333,73.916667
2013-05-31,13.73913043,0.443500753,74.583333,71.083333
2013-06-01,10.91666667,0.197074969,74.625,73.416667
2013-06-02,10.41666667,0.197313727,77.75,73.541667
2013-06-03,10.79166667,0.175906588,76.541667,74.791667
2013-06-04,9,0.260184837,76.583333,71
2013-06-05,8.833333333,0.095126725,75.041667,79.291667
2013-06-06,7.083333333,0.175906588,73.041667,72.583333
2013-06-07,5.708333333,0.175906588,72.166667,74.5
2013-06-08,14.16666667,0.090291376,71.625,79.291667
2013-06-09,10.91666667,0.175906588,69.75,77.041667
2013-06-10,5.583333333,0.092806348,68,72
2013-06-11,4.208333333,0.267321788,68.375,77.291667
2013-06-12,6.666666667,0.087403011,70.083333,74.875
2013-06-13,7.75,0.112267443,68.958333,65.375
2013-06-14,11.47826087,0.144480198,69.913043,74.875
2013-06-15,9.583333333,0.175906588,66.25,72.458333
2013-06-16,13.125,0.085338502,64.875,68.708333
2013-06-17,7.708333333,0.094961818,64.625,72.041667
2013-06-18,13.29166667,0.209466143,67.291667,71.916667
2013-06-19,12.16666667,0.123217656,67.75,72.5
2013-06-20,10.66666667,0.175906588,69.416667,74.291667
2013-06-21,10.45833333,0.175906588,70.75,73.208333
2013-06-22,8.458333333,0.069058304,71.208333,71
2013-06-23,7.166666667,0.100821555,71.833333,69.5
2013-06-24,9.166666667,0.106795331,72.333333,60.125
2013-06-25,8.5,0.058836153,73.666667,60.875
2013-06-26,5.541666667,0.175906588,76.375,64.916667
2013-06-27,7.708333333,0.090459997,79.458333,75.375
2013-06-28,5.608695652,0.175906588,77.416667,74.5
2013-06-29,3.166666667,0.062259027,79.541667,74.555556
2013-06-30,4.083333333,0.175906588,77.625,40.833333
2013-07-01,8.291666667,0.175906588,68.375,49.458333
2013-07-02,9.791666667,0.175906588,67.625,50.958333
2013-07-03,7.833333333,0.062854378,68.375,44.333333
2013-07-04,6.875,0.198457957,69.208333,36.666667
2013-07-05,7,0.235255225,71.875,44.583333
2013-07-06,6.583333333,0.175906588,71.916667,48.666667
2013-07-07,7.125,0.113184898,71.458333,40.625
2013-07-08,10.25,0.234481828,73.708333,40.5
2013-07-09,9.375,0.234923912,74.458333,56.375
