Datetime,PM_18,AOD_18,Temp_18,Humi_18,PM_19,AOD_19,Temp_19,Humi_19
2013-04-26,24.1875,0.120929693,55.833333,54.25,4.25,0.080787283,63.708333,54.25
2013-04-27,28.45833333,0.154865991,60.166667,43.5,5.708333333,0.185713821,65.125,43.5
2013-04-28,28.85416667,0.242888938,58.166667,59.5,7.833333333,0.18912252,67.125,59.5
2013-04-29,19.16666667,0.242888938,55.833333,66.416667,8.666666667,0.250603152,67.916667,66.416667
2013-04-30,14.10416667,0.145164475,54.916667,72.458333,10.29166667,0.150857337,71.791667,72.458333
2013-05-01,8.520833333,0.242888938,55.857143,74,7.625,0.185713821,63.291667,74
2013-05-02,3.710526316,0.242888938,60.708333,77.541667,1,0.185713821,63.666667,77.541667
2013-05-03,1.59375,0.251032418,60.208333,77.541667,0.588235294,0.185713821,67.666667,77.541667
2013-05-04,4.838709677,0.242888938,62,71,0.75,0.130903819,75.25,71
2013-05-05,3.162790698,0.162489136,61.333333,71.25,2.782608696,0.156588844,80.333333,71.25
2013-05-06,4.291666667,0.159721471,59.625,71.25,5.166666667,0.113306974,83.833333,71.25
2013-05-07,8.936170213,0.194079693,63.541667,67,6.083333333,0.185713821,86.375,67
2013-05-08,12.625,0.447855105,60.291667,67.958333,10.83333333,0.29422472,86,67.958333
2013-05-09,9.708333333,0.242888938,62.75,76.173913,12.52380952,0.185713821,77.166667,76.173913
2013-05-10,5.875,0.278282234,63.333333,79.916667,6.375,0.260079238,76.541667,79.916667
2013-05-11,2.844444444,0.401088667,58,80.791667,3.47826087,0.497299092,77.375,80.791667
2013-05-12,3.522727273,0.450839601,58.708333,80.041667,2.65,0.301491991,74.916667,80.041667
2013-05-13,4.9375,0.242888938,58.208333,79.125,8.291666667,0.173573713,67.666667,79.125
2013-05-14,10.89583333,0.237495388,57.541667,77.25,9.375,0.201589664,63.291667,77.25
2013-05-15,7.604166667,0.336935485,58.291667,75.416667,5.041666667,0.136012195,64.625,75.416667
2013-05-16,7.291666667,0.242888938,59,74.208333,5.954545455,0.129756666,70.333333,74.208333
2013-05-17,4.673913043,0.167398633,57.125,74.25,3.458333333,0.185090466,74.625,74.25
2013-05-18,2.340909091,0.242888938,57.166667,76.5,3.333333333,0.185713821,71.25,76.5
2013-05-19,2.833333333,0.208977732,58.666667,75.708333,3.636363636,0.09012261,69.708333,75.708333
2013-05-20,4.666666667,0.279306324,56.666667,78.208333,4.5,0.232043788,66.75,78.208333
2013-05-21,5.645833333,0.286429115,56.25,77.958333,5.954545455,0.150857337,68.75,77.958333
2013-05-22,8.6875,0.225279697,56.375,64.041667,7.291666667,0.188148574,69.166667,64.041667
2013-05-23,8.452380952,0.144480201,56.454545,66.708333,5.9,0.136574523,61.25,66.708333
2013-05-24,7.583333333,0.242888938,58.541667,70.416667,3.047619048,0.101303008,60.625,70.416667
2013-05-25,5.75,0.242888938,57.75,68.75,4.058823529,0.099371046,64.916667,68.75
2013-05-26,10.66666667,0.242888938,57.333333,71.291667,4.75,0.17502363,72.375,71.291667
2013-05-27,7.916666667,0.455821886,55.958333,72.791667,7,0.387144118,69.75,72.791667
2013-05-28,7.583333333,0.432342603,56.041667,75.833333,9.458333333,0.384737162,68.041667,75.833333
2013-05-29,5.354166667,0.468892562,58.458333,79.625,7.375,0.326027089,69.083333,79.625
2013-05-30,4.837209302,0.373911885,61.416667,81.541667,6.25,0.161794847,70.791667,81.541667
2013-05-31,3,0.351488242,59.25,78.958333,7.416666667,0.315730416,72.041667,78.958333
2013-06-01,0.625,0.568886141,57.478261,78.416667,3.043478261,0.273136491,71.333333,78.416667
2013-06-02,0.375,0.350378358,57.916667,75.708333,1.526315789,0.399780042,71.291667,75.708333
2013-06-03,4.5,0.242888938,57.625,75.875,3,0.199337972,69.166667,75.875
2013-06-04,4.581395349,0.242888938,57.5,75.916667,2.666666667,0.200010702,67.375,75.916667
2013-06-05,4.833333333,0.285315045,58.25,78.916667,3.875,0.300049039,64.375,78.916667
2013-06-06,4.244444444,0.218766629,59.125,77.791667,4.130434783,0.206645016,61.458333,77.791667
2013-06-07,6.666666667,0.242888938,58.958333,76.708333,4.75,0.222033735,61.75,76.708333
2013-06-08,14.22916667,0.242888938,57.208333,87.75,13.5,0.197870314,61.875,87.75
2013-06-09,22.3125,0.163787414,58.916667,76.791667,6.416666667,0.185713821,67.958333,76.791667
2013-06-10,13.53191489,0.212339867,56,77.75,7.208333333,0.154600186,65.541667,77.75
2013-06-11,9.854166667,0.23070915,56.125,78.541667,7.666666667,0.21326321,60.875,78.541667
2013-06-12,6.645833333,0.273549722,56.041667,78.291667,4.666666667,0.283521742,60.416667,78.291667
2013-06-13,6.14893617,0.389418298,55.458333,75.375,4.708333333,0.242456558,62.708333,75.375
