Datetime,PM_61,AOD_61,Temp_61,Humi_61,PM_66,AOD_66,Temp_66,Humi_66
2013-04-26,4.571428571,0.090796827,58.416667,79.541667,13,0.07918536,66.458333,42.625
2013-04-27,4.208333333,0.268920634,57.958333,81.55,7.875,0.095456157,63.25,36.25
2013-04-28,3.181818182,0.207812825,57.375,76.283333,9.791666667,0.109804477,68,35.208333
2013-04-29,4.909090909,0.275405863,58.625,76.0625,2.833333333,0.150362098,71.458333,33.083333
2013-04-30,8.636363636,0.207229287,59.75,76.308333,4.875,0.150362098,75.416667,33.375
2013-05-01,4.208333333,0.268920634,59.458333,87.666667,4,0.150362098,70.791667,48.083333
2013-05-02,4,0.268920634,57.708333,91.520833,5.583333333,0.150362098,66.875,79.833333
2013-05-03,8.291666667,0.263659038,61.291667,88.791667,2.375,0.150362098,74.625,75.958333
2013-05-04,6.304347826,0.22533597,64.958333,85.729167,2.708333333,0.083601046,78.375,60.416667
2013-05-05,6.458333333,0.30793392,66.166667,80.454167,3,0.150362098,82.708333,46.291667
2013-05-06,10.83333333,0.440438631,66.666667,76.225,7.208333333,0.218994602,87.166667,44.125
2013-05-07,10.91666667,0.132805936,67,75.033333,8.25,0.132521391,89.583333,39.041667
2013-05-08,11.5,0.552046388,64.333333,81.475,9.083333333,0.357427531,90.833333,37.625
2013-05-09,11.95833333,1.071039529,64.875,80.729167,7.541666667,0.926409439,91.75,38.958333
2013-05-10,15.26086957,0.584475327,64.875,80.204167,9.583333333,0.150362098,90.708333,42.833333
2013-05-11,13.875,0.402627524,65,78.854167,9.541666667,0.490437633,90.291667,45.208333
2013-05-12,20.75,0.249528558,63.541667,76.2875,10.20833333,0.407653193,90.416667,47.958333
2013-05-13,15.875,0.232154849,64.458333,70.520833,13,0.123805044,87.208333,42.916667
2013-05-14,13.125,0.268920634,61.625,75.5375,4.875,0.106377338,82.875,35.375
2013-05-15,13.16666667,0.353242383,60.875,77.516667,7.625,0.098073788,84.916667,32.5
2013-05-16,11.875,0.219222469,80.571429,47.3,5.666666667,0.103218795,86,24.75
2013-05-17,11.73913043,0.150588423,74.125,52.491667,5,0.078109402,87.583333,24.541667
2013-05-18,17.04347826,0.268920634,73.791667,49.4625,8.47826087,0.457029397,87.416667,27.875
2013-05-19,8.782608696,0.268920634,69.458333,61.304167,8.541666667,0.150362098,83.625,32.25
2013-05-20,12.08333333,0.202770285,65.956522,62.082609,4.791666667,0.086373487,80.083333,30.625
2013-05-21,14.33333333,0.27879449,67,54.891667,6.375,0.150362098,82.375,31.25
2013-05-22,9.875,0.151796867,72.75,53.558333,6.125,0.076845763,83.541667,29.416667
2013-05-23,8.625,0.112267447,73.583333,53.7375,5.625,0.081377022,81.416667,32.791667
2013-05-24,16.5,0.268920634,66,66.483333,5.791666667,0.078289181,77.5,34.833333
2013-05-25,8.434782609,0.193598541,66.125,64.425,6.130434783,0.150362098,77.380952,37.541667
2013-05-26,9.25,0.382412563,69.5,62.841667,5.916666667,0.137975891,80.916667,36.333333
2013-05-27,8.833333333,0.55355911,71.583333,60.970833,6.541666667,0.106795332,84.541667,34.375
2013-05-28,14.54166667,0.392709655,72.041667,62.154167,8.541666667,0.319379869,87.458333,38.076923
2013-05-29,11.91666667,0.259022204,75.958333,59.579167,9.583333333,0.281859314,88.833333,31.375
