Datetime,PM_15,AOD_15,Temp_15,Humi_15,PM_12,AOD_12,Temp_12,Humi_12
2013-04-26,2.777777778,0.186738097,61.166667,47.73913,2.75,0.13978831,58.208333,62
2013-04-27,3.458333333,0.186738097,61.75,45.791667,3.217391304,0.190336837,58.125,49.75
2013-04-28,5.652173913,0.25402827,63.041667,46.458333,4.208333333,0.206876743,57.75,42.541667
2013-04-29,6.208333333,0.4079499,63.583333,48.583333,4.708333333,0.206876743,57.541667,40.25
2013-04-30,8.041666667,0.135448829,66.208333,50.041667,6.5,0.140482626,58.75,37.625
2013-05-01,8,0.186738097,60.875,56.5,3.470588235,0.206876743,59.5,61
2013-05-02,1.888888889,0.186738097,61.291667,58.666667,1.647058824,0.206876743,60.125,76.541667
2013-05-03,2.454545455,0.186738097,66.041667,59.318182,2.608695652,0.206876743,64,70.833333
2013-05-04,1.9,0.41415897,71.708333,61,1.421052632,0.206876743,66.458333,59.083333
2013-05-05,3.571428571,0.199456764,77.833333,57.833333,2.761904762,0.059243354,67.458333,45.333333
2013-05-06,5.15,0.097095845,81.625,58.541667,4.625,0.065600504,65.041667,29.916667
2013-05-07,6.05,0.186738097,81.458333,56.458333,6.916666667,0.206876743,65.75,25.25
2013-05-08,8.75,0.244124436,76.958333,58.041667,8.375,0.300098605,62.5,31.375
2013-05-09,7.041666667,0.401568028,74.125,58.291667,6.541666667,0.97075883,62.375,24.5625
2013-05-10,7.333333333,0.388003942,71.125,60.458333,5.318181818,0.440856734,61,41.708333
2013-05-11,7.217391304,0.295633167,71.958333,59,7.041666667,0.284165207,62.375,39.958333
2013-05-12,5.818181818,0.239418542,70.333333,59.333333,4,0.259101541,62.25,40.833333
2013-05-13,21.16666667,0.165855226,60.291667,52.416667,16.95833333,0.367683733,57.791667,55.833333
2013-05-14,8.333333333,0.186738097,59.208333,52.208333,7.375,0.249098147,57.291667,61.458333
2013-05-15,7.75,0.174519909,60.666667,52.782609,6.083333333,0.278179741,58.416667,53.125
2013-05-16,6.826086957,0.114403071,63.708333,54.166667,5.333333333,0.184148163,58.958333,42.666667
2013-05-17,7.304347826,0.106847526,67.375,56.5,6.666666667,0.143977482,59.166667,30.416667
2013-05-18,6.166666667,0.350563454,62.208333,55.583333,2.428571429,0.373192146,57.458333,47.375
2013-05-19,6.125,0.202770285,58.416667,53.583333,2.954545455,0.206876743,56.25,58.583333
2013-05-20,9,0.221948776,60.875,52.208333,7.583333333,0.443111538,57.416667,46.208333
2013-05-21,7.583333333,0.186738097,62.791667,52,8,0.135589771,57.541667,37.666667
2013-05-22,9.833333333,0.096550651,61,54.5,8.375,0.155706387,56.791667,38.75
