Datetime,PM_43,AOD_43,Temp_43,Humi_43,PM_39,AOD_39,Temp_39,Humi_39
2013-04-26,8.291666667,0.189205967,71.086957,52.333333,2.65,0.094466339,68.75,52.333333
2013-04-27,8.217391304,0.189205967,67.541667,49.708333,3.666666667,0.191383099,67.166667,49.708333
2013-04-28,7.25,0.07611954,72.375,46.875,3.166666667,0.191383099,71.75,46.875
2013-04-29,6.083333333,0.189205967,74.833333,44.416667,4.090909091,0.191383099,74.541667,44.416667
2013-04-30,9.291666667,0.189205967,78.25,42.791667,4.916666667,0.191383099,78.083333,42.791667
2013-05-01,6.041666667,0.189205967,73.916667,55.833333,3.083333333,0.191383099,73.041667,55.833333
2013-05-02,7.041666667,0.327077422,73.791667,71.333333,4.6,0.191383099,71.291667,71.333333
2013-05-03,8.625,0.189205967,78.791667,61.875,6.4,0.272102192,76.833333,61.875
2013-05-04,11.58333333,0.189205967,81,63.541667,4.684210526,0.182009819,79.541667,63.541667
2013-05-05,11.95833333,0.189205967,84.291667,56.916667,4.291666667,0.151126038,83.041667,56.916667
2013-05-06,12.83333333,0.189205967,88.083333,54.5,7.791666667,0.131475735,88.25,54.5
2013-05-07,9.916666667,0.099209297,90.541667,48.333333,4.086956522,0.191383099,91.416667,48.333333
2013-05-08,10.79166667,0.253280784,89.5,45.791667,4.25,0.368770224,90.958333,45.791667
2013-05-09,10.41666667,0.189205967,88.75,47.458333,5.608695652,0.967415885,90.125,47.458333
2013-05-10,12.95652174,0.442151784,91.5,42.583333,9.666666667,0.26627757,91.666667,42.583333
2013-05-11,12.125,0.189205967,87.791667,50,8.782608696,0.191383099,88.608696,50
2013-05-12,15.8125,0.360625633,91.208333,49.541667,9.333333333,0.44660896,92.458333,49.541667
2013-05-13,16.5,0.189205967,88.083333,37.166667,8.541666667,0.205591478,84.333333,37.166667
2013-05-14,12.75,0.189205967,81.75,51,9.208333333,0.196836096,77.333333,51
2013-05-15,14.5,0.211877534,83.75,51.291667,8.291666667,0.285010872,80.458333,51.291667
2013-05-16,10.70833333,0.189205967,85.041667,48.25,7.375,0.186438766,81.708333,48.25
2013-05-17,13.375,0.189205967,85.5,48.041667,6.791666667,0.141313802,84.916667,48.041667
2013-05-18,16.75,0.189205967,86.416667,43.541667,8.5,0.191383099,84.916667,43.541667
2013-05-19,11.79166667,0.189205967,83.375,37.583333,4.956521739,0.147072914,80.125,37.583333
2013-05-20,13.375,0.189205967,80.958333,47.583333,6.291666667,0.23137689,78.458333,47.583333
2013-05-21,12.66666667,0.142969707,83.583333,43.958333,6.083333333,0.151930876,81.875,43.958333
2013-05-22,12.91666667,0.189205967,84.708333,44.541667,6.25,0.191383099,82.25,44.541667
2013-05-23,9.291666667,0.189205967,81.583333,42.791667,4.541666667,0.128893341,79.125,42.791667
2013-05-24,13.70833333,0.189205967,76.916667,56.208333,4.583333333,0.191383099,72.541667,56.208333
2013-05-25,12.79166667,0.189205967,76.25,61.5,4.666666667,0.191383099,74.458333,61.5
2013-05-26,13.70833333,0.189205967,80.875,49.541667,5.818181818,0.16688487,79.875,49.541667
2013-05-27,13,0.433657271,82.416667,44.458333,4.608695652,0.521341006,82.791667,44.458333
2013-05-28,16.08333333,0.41793317,85.916667,44.916667,7.208333333,0.315652875,84.833333,44.916667
