Datetime,PM_111,AOD_111,Temp_111,Humi_111,PM_96,AOD_96,Temp_96,Humi_96
2013-04-26,11.41666667,0.144434529,61.666667,48.333333,22.39166667,0.245166103,70.145833,58.541667
2013-04-27,8.066666667,0.135542799,60.445833,51.583333,18.45454545,0.255945928,68.329167,58.583333
2013-04-28,12.41304348,0.092138669,60.091667,52.291667,17.5875,0.415919297,70.55,50.875
2013-04-29,10.36666667,0.125511262,60.566667,48.916667,16.89583333,0.493623153,70.595833,49.458333
2013-04-30,10.04166667,0.129612953,61.7625,52.208333,22.41666667,0.468973927,69.620833,59.625
2013-05-01,13.04166667,0.196118554,58.716667,60.708333,22.66666667,0.5187507,65.041667,69.375
2013-05-02,10.35,0.287170765,55.895833,80.458333,18.75,0.40778415,63.725,71.041667
2013-05-03,9,0.13825541,63.029167,71.625,17.9625,0.530917242,68.770833,66.625
2013-05-04,9.825,0.112726584,71.479167,48.791667,22.825,0.32253106,78.218182,54.590909
2013-05-05,5.865,0.098398811,73.9125,40.166667,20.45833333,0.399037638,82.2125,48.666667
2013-05-06,5.315,0.190902351,73.029167,38.833333,17.27727273,0.343686029,83.720833,45.708333
2013-05-07,7.086956522,0.932148915,75.175,32.708333,20.79166667,0.75481711,86.279167,42.416667
2013-05-08,7.441666667,0.196118554,77.05,35.041667,26.95833333,0.40778415,85.4625,44.875
2013-05-09,9.583333333,0.196118554,87.416667,41.875,22.86956522,0.806623356,82.270833,49.583333
2013-05-10,5,0.711563129,85,45.708333,21.54166667,0.716290859,78.0125,57.541667
2013-05-11,9.083333333,0.478368823,85.541667,49.291667,20.79166667,0.59659586,78.025,55.958333
2013-05-12,11.5,0.399314291,85.458333,47.041667,20.45833333,0.411275192,77.0625,57.333333
2013-05-13,11.75,0.524493503,82.333333,57.833333,88.375,0.40778415,72.354167,65.5
2013-05-14,11.125,0.738662123,82.125,62.458333,17.54166667,0.40778415,72.945833,67.041667
2013-05-15,8.833333333,0.196118554,83.458333,56.416667,22.08333333,0.609622758,75.625,60.791667
2013-05-16,9.166666667,0.162359057,84.791667,41.833333,23.125,0.386498688,80.008333,51.5
2013-05-17,5.652173913,0.417547871,86.041667,35.958333,23.53333333,0.48078525,82.245833,43.916667
